EP001	EP002	EP003	EP004	EP005	EP006	EP007	EP008	EP009	EP010	EP011	EP012	EP013	EP014	EP015	EP016	EP017	EP018	EP019	EP020	EP021	EP022	EP023	EP024	EP025	EP026	EP027	EP028	EP029	EP030	EP031	EP032	EP033	EP034	EP035	EP036	EP037	EP038	EP039	EP040	EP041	EP042	EP043	EP044	EP045	EP046	EP047	EP048	EP049	EP050	EP051	EP052	EP053	EP054	EP055	EP056	EP057	EP058	EP059	EP060	EP061	EP062	EP063	EP064	EP065	EP066	EP067	EP068	EP069	EP070	EP071	EP072	EP073	EP074	EP075	EP076	EP077	EP078	EP079	EP080	EP081	EP082	EP083	EP084	EP085	EP086	EP087	EP088	EP089	EP090	EP091	EP092	EP093	EP094	EP095	EP096	EP097	EP098	EP099	EP100	EP101	EP102	EP103	EP104
cg03307401	0.45066	0.57089	0.64356	0.6172	0.60998	0.65114	0.36647	0.59781	0.64973	0.54429	0.68613	0.29688	0.39447	0.51126	0.15055	0.53008	0.60572	0.50312	0.13138	0.53701	0.59495	0.63484	0.49045	0.39549	0.55728	0.20877	0.53815	0.60021	0.08265	0.60812	0.41906	0.37932	0.55387	0.56445	0.62566	0.57387	0.07656	0.15766	0.631	0.25461	0.30017	0.17342	0.51103	0.62177	0.13292	0.60666	0.51763	0.52807	0.68695	0.65287	0.21009	0.1155	0.09879	0.46422	0.41286	0.68343	0.46181	0.26505	0.4837	0.60467	0.53851	0.12584	0.11853	0.57871	0.37717	0.6863	0.66851	0.46678	0.41841	0.59944	0.6312	0.64298	0.21864	0.07649	0.47775	0.41743	0.33107	0.57932	0.24967	0.54523	0.10295	0.61523	0.6156	0.6136	0.08192	0.06843	0.40494	0.20619	0.69687	0.56435	0.11218	0.55772	0.07074	0.33181	0.65822	0.28181	0.06475	0.66985	0.53531	0.6122	0.41726	0.64539	0.08749	0.50446
cg13499300	0.41939	0.49394	0.4023	0.06135	0.05898	0.06811	0.35099	0.64272	0.06258	0.11031	0.06353	0.07021	0.12251	0.35893	0.49875	0.42278	0.57511	0.06976	0.04851	0.06144	0.13162	0.15688	0.39939	0.17132	0.06843	0.06021	0.4402	0.20949	0.05346	0.5714	0.37899	0.11626	0.53696	0.58055	0.06412	0.30808	0.0557	0.06355	0.07277	0.12025	0.0861	0.06258	0.0791	0.06712	0.22269	0.05299	0.07067	0.52283	0.06905	0.54146	0.07449	0.06415	0.07961	0.0924	0.53003	0.40665	0.15227	0.20164	0.46842	0.12564	0.59347	0.0632	0.52232	0.11508	0.06846	0.0609	0.53518	0.51437	0.05432	0.30836	0.06497	0.641	0.05235	0.06837	0.13337	0.07532	0.18688	0.1215	0.06569	0.5398	0.06059	0.06416	0.25396	0.18426	0.38447	0.06459	0.06558	0.58455	0.69142	0.53861	0.06554	0.0751	0.06509	0.05347	0.54166	0.07828	0.05913	0.52734	0.05931	0.59737	0.07202	0.37404	0.06094	0.16085
cg17794299	0.5851	0.24859	0.75809	0.70789	0.74358	0.77491	0.31449	0.7586	0.71737	0.65049	0.19645	0.77749	0.69424	0.52344	0.49437	0.64714	0.788	0.41028	0.59215	0.77847	0.60445	0.72995	0.69187	0.23259	0.49747	0.69066	0.33708	0.55276	0.40512	0.75781	0.53945	0.53629	0.71657	0.59735	0.62447	0.64381	0.21988	0.26019	0.59806	0.26625	0.34474	0.12029	0.66861	0.47158	0.69003	0.73652	0.65165	0.14285	0.73994	0.76608	0.25231	0.52383	0.58797	0.42172	0.66124	0.40726	0.6294	0.46019	0.34886	0.67337	0.70588	0.2417	0.70736	0.74974	0.74689	0.77935	0.756	0.64781	0.77282	0.44243	0.62979	0.77037	0.66411	0.68312	0.58332	0.66924	0.43428	0.76686	0.31641	0.66404	0.15828	0.70137	0.60992	0.2062	0.30101	0.14315	0.21041	0.39585	0.80737	0.6509	0.16047	0.49669	0.70609	0.14998	0.71593	0.50045	0.60101	0.33505	0.55438	0.53488	0.31663	0.33665	0.61069	0.17402
cg26365090	0.39074	0.44059	0.07167	0.4076	0.41363	0.44536	0.37132	0.41569	0.77951	0.40256	0.2894	0.40471	0.38642	0.74642	0.84471	0.41572	0.80282	0.38072	0.4225	0.77818	0.7004	0.0752	0.41736	0.40955	0.42088	0.44292	0.38137	0.43292	0.34167	0.07886	0.81583	0.36978	0.42306	0.39803	0.06994	0.39845	0.38068	0.08101	0.72329	0.38188	0.41717	0.06849	0.40432	0.41316	0.29425	0.40962	0.41919	0.37761	0.42887	0.41557	0.25985	0.38876	0.08412	0.74614	0.60615	0.39549	0.33995	0.07867	0.07118	0.38952	0.36386	0.35243	0.36933	0.36144	0.36994	0.43146	0.68791	0.0735	0.08533	0.0867	0.41497	0.07625	0.4178	0.39	0.75665	0.07577	0.48381	0.37652	0.16035	0.26152	0.08264	0.07908	0.07526	0.39816	0.07768	0.42551	0.40015	0.07749	0.33158	0.39204	0.39216	0.07375	0.77648	0.40187	0.81298	0.33314	0.41309	0.38376	0.37012	0.07383	0.06871	0.79017	0.37577	0.36294
cg09885502	0.51755	0.46247	0.10603	0.11385	0.8735	0.46379	0.47087	0.49846	0.42598	0.87902	0.56375	0.86083	0.10415	0.51256	0.89316	0.46527	0.14442	0.86434	0.45824	0.88568	0.87267	0.47992	0.1242	0.13277	0.48335	0.4702	0.5341	0.51345	0.88797	0.86762	0.5349	0.1367	0.4668	0.49009	0.50346	0.46708	0.10772	0.4752	0.51539	0.49304	0.4973	0.47022	0.45503	0.48875	0.12852	0.50472	0.52696	0.53086	0.51001	0.50844	0.87545	0.52846	0.5247	0.69516	0.48879	0.50265	0.52174	0.51604	0.11837	0.87368	0.13692	0.12426	0.09975	0.12634	0.12946	0.54353	0.45571	0.4987	0.84956	0.87379	0.50683	0.49445	0.52753	0.11081	0.49763	0.50639	0.77259	0.48467	0.49089	0.46824	0.48721	0.51458	0.14726	0.13961	0.13194	0.49807	0.88553	0.85726	0.13731	0.11062	0.54148	0.53083	0.46493	0.49502	0.48596	0.88281	0.46406	0.46393	0.48932	0.41638	0.88313	0.49105	0.89333	0.48942
cg17297071	0.19541	0.11462	0.62997	0.24353	0.4562	0.61917	0.13537	0.57108	0.44686	0.51141	0.62452	0.68253	0.31004	0.10261	0.31852	0.46006	0.47499	0.42749	0.69495	0.45296	0.54447	0.47095	0.20516	0.10117	0.47659	0.11077	0.1233	0.09834	0.18088	0.19232	0.54473	0.34983	0.42352	0.38691	0.45181	0.10538	0.0918	0.55482	0.12496	0.10025	0.08884	0.08723	0.27209	0.11618	0.28611	0.11037	0.5072	0.3515	0.29011	0.23106	0.10361	0.15923	0.11109	0.27786	0.47204	0.31028	0.13362	0.10486	0.64944	0.14271	0.56803	0.11106	0.32126	0.13919	0.23276	0.22886	0.4383	0.29548	0.14294	0.13596	0.27488	0.68818	0.19165	0.10775	0.45126	0.14684	0.2794	0.68298	0.14914	0.50147	0.14007	0.60981	0.46989	0.52583	0.1663	0.12797	0.41245	0.51329	0.73918	0.55806	0.10988	0.67718	0.66897	0.1625	0.17227	0.42579	0.50439	0.33783	0.40595	0.56401	0.10786	0.18111	0.14144	0.09412
cg12749863	0.12827	0.08926	0.65371	0.3404	0.5462	0.62209	0.16453	0.61257	0.51012	0.5874	0.55909	0.68211	0.4266	0.09447	0.4693	0.5729	0.48292	0.46044	0.68749	0.54229	0.57578	0.57073	0.19295	0.06964	0.5565	0.06189	0.16191	0.08356	0.33408	0.27246	0.61752	0.49793	0.44231	0.47225	0.53527	0.14634	0.06715	0.63655	0.09691	0.06729	0.0804	0.06712	0.39003	0.13719	0.29923	0.12729	0.56486	0.46586	0.39442	0.31358	0.07051	0.19549	0.06584	0.31504	0.4728	0.40828	0.095	0.06572	0.62809	0.13432	0.58796	0.05913	0.40953	0.11479	0.32745	0.3082	0.56857	0.38006	0.21253	0.19067	0.49939	0.65865	0.43811	0.08457	0.50856	0.18066	0.35396	0.6685	0.14466	0.57977	0.24073	0.59023	0.59035	0.63707	0.21474	0.1191	0.53362	0.53609	0.69846	0.56168	0.069	0.64335	0.65838	0.25959	0.33548	0.49547	0.52483	0.49909	0.49123	0.60428	0.07288	0.1722	0.13078	0.0716
cg14315558	0.21584	0.15175	0.66158	0.32818	0.53243	0.63433	0.19931	0.62764	0.47794	0.60068	0.60178	0.68585	0.48954	0.13875	0.47586	0.5552	0.47647	0.42983	0.67775	0.53388	0.55669	0.56445	0.26221	0.13378	0.58428	0.12739	0.19722	0.11869	0.3607	0.27552	0.65901	0.46375	0.45512	0.47571	0.55479	0.17359	0.10773	0.60163	0.16173	0.1028	0.13001	0.11285	0.39393	0.17036	0.33803	0.18664	0.57776	0.46214	0.39412	0.31724	0.09819	0.15624	0.10707	0.34024	0.44878	0.42405	0.11454	0.10615	0.63346	0.16602	0.63319	0.10475	0.41578	0.14423	0.31601	0.35284	0.58341	0.37025	0.20998	0.19402	0.52204	0.64788	0.45432	0.10902	0.52819	0.22391	0.39501	0.63428	0.1782	0.57282	0.31216	0.61131	0.57079	0.63676	0.24586	0.16295	0.55471	0.60785	0.69854	0.58249	0.13626	0.66558	0.66916	0.30127	0.39947	0.52107	0.5253	0.53626	0.47952	0.6029	0.12247	0.21845	0.17457	0.11341
cg08880261	0.47049	0.41036	0.77541	0.42372	0.41992	0.36141	0.74113	0.68349	0.39361	0.07662	0.71927	0.4147	0.74009	0.71162	0.42184	0.4227	0.41163	0.74157	0.40005	0.77286	0.74871	0.75284	0.42121	0.08264	0.42767	0.68233	0.40908	0.77038	0.43416	0.42376	0.36916	0.07551	0.43156	0.44336	0.40734	0.78308	0.77399	0.79617	0.79022	0.7849	0.77485	0.41296	0.43397	0.42154	0.43244	0.79593	0.77533	0.7577	0.79933	0.38122	0.69178	0.76911	0.63195	0.43622	0.77358	0.39292	0.78849	0.39466	0.72721	0.3983	0.79295	0.07545	0.42061	0.72234	0.39034	0.31914	0.73233	0.4134	0.43106	0.7704	0.76497	0.39946	0.41735	0.43174	0.77087	0.08009	0.09129	0.76094	0.50771	0.37613	0.4288	0.41216	0.74737	0.40224	0.41342	0.08438	0.65695	0.1039	0.39213	0.76543	0.80795	0.71168	0.71041	0.08544	0.77438	0.40633	0.77624	0.77812	0.42495	0.76909	0.40934	0.41492	0.4199	0.79357
cg22240348	0.42391	0.53874	0.05513	0.48602	0.04968	0.65149	0.06199	0.05558	0.52348	0.46938	0.4811	0.05381	0.05532	0.05769	0.05741	0.4656	0.07293	0.45076	0.04954	0.54384	0.06322	0.05064	0.05508	0.05451	0.49885	0.06634	0.05658	0.49522	0.52437	0.53197	0.06038	0.50532	0.05713	0.06531	0.65595	0.50612	0.06137	0.06271	0.62568	0.47331	0.48426	0.50522	0.0586	0.05928	0.05672	0.4744	0.05823	0.50658	0.54932	0.53698	0.06215	0.47417	0.05424	0.27824	0.56876	0.05308	0.05584	0.59661	0.06316	0.51716	0.46573	0.43024	0.48421	0.51655	0.06527	0.05197	0.65044	0.0719	0.06006	0.04831	0.04263	0.05149	0.55891	0.46014	0.06128	0.06191	0.04975	0.52989	0.51864	0.49156	0.06439	0.05383	0.0564	0.50789	0.05237	0.49854	0.06078	0.05391	0.0598	0.0587	0.0615	0.46554	0.52336	0.41338	0.05377	0.05405	0.06268	0.51986	0.05476	0.06387	0.06406	0.05865	0.06232	0.40638
cg21139150	0.4192	0.4696	0.08981	0.46565	0.09079	0.72877	0.08941	0.09849	0.38898	0.4079	0.38693	0.09185	0.10605	0.07316	0.08484	0.44501	0.10378	0.44455	0.07837	0.40364	0.09541	0.08	0.07824	0.07936	0.43252	0.07449	0.08729	0.44235	0.43648	0.42397	0.0987	0.40228	0.10377	0.08104	0.72103	0.42449	0.06903	0.09153	0.7152	0.60803	0.44094	0.39474	0.08955	0.09308	0.08353	0.45591	0.09191	0.45176	0.4479	0.44622	0.09904	0.44343	0.07768	0.26022	0.65586	0.08061	0.0988	0.64574	0.10084	0.39699	0.40268	0.43125	0.37901	0.43919	0.11155	0.09691	0.75928	0.09677	0.09407	0.09778	0.09203	0.09246	0.73708	0.39083	0.11028	0.1179	0.09906	0.39773	0.42667	0.36323	0.09228	0.07896	0.10725	0.4396	0.08158	0.40765	0.0813	0.084	0.09095	0.08879	0.10923	0.43828	0.42801	0.4546	0.0828	0.09968	0.07751	0.38871	0.10151	0.09718	0.10749	0.0802	0.08353	0.42663
cg10296238	0.50647	0.20352	0.80203	0.63615	0.1866	0.16524	0.20962	0.52732	0.54852	0.18046	0.29918	0.5225	0.40102	0.24292	0.34959	0.52754	0.19984	0.20535	0.58317	0.85139	0.5737	0.16866	0.72324	0.30144	0.22536	0.18582	0.67606	0.21512	0.1331	0.39857	0.58754	0.87173	0.39442	0.29115	0.56694	0.17474	0.50097	0.14254	0.17788	0.46265	0.51534	0.20728	0.70615	0.45264	0.23571	0.57044	0.5202	0.45859	0.5667	0.15242	0.57813	0.177	0.2122	0.18902	0.35166	0.15525	0.53387	0.73527	0.20648	0.67522	0.54153	0.54728	0.22832	0.47769	0.48318	0.21556	0.26157	0.45258	0.15529	0.29114	0.62163	0.14076	0.18137	0.33859	0.33887	0.24777	0.20155	0.16192	0.56858	0.23204	0.44557	0.14879	0.24443	0.15852	0.20821	0.4688	0.25205	0.82222	0.55831	0.54985	0.62074	0.13613	0.16546	0.25887	0.8063	0.57948	0.50282	0.47497	0.50463	0.13269	0.55302	0.3888	0.46499	0.57932
cg04088817	0.30383	0.11068	0.64639	0.22891	0.51675	0.40667	0.08056	0.57031	0.36199	0.10152	0.11599	0.69631	0.52755	0.30466	0.5052	0.50009	0.11945	0.07461	0.36899	0.08493	0.11368	0.1111	0.11885	0.11641	0.43423	0.09049	0.07979	0.44932	0.11334	0.53375	0.60872	0.10558	0.12154	0.19738	0.0779	0.09667	0.55697	0.27228	0.57958	0.10537	0.09372	0.1285	0.09038	0.17935	0.17991	0.08535	0.07742	0.5537	0.07287	0.10269	0.11793	0.51218	0.14279	0.12318	0.09278	0.36563	0.1162	0.12139	0.6046	0.4501	0.16417	0.1986	0.46405	0.50278	0.0929	0.11081	0.56265	0.131	0.07653	0.12314	0.12064	0.60358	0.08812	0.11717	0.45663	0.1139	0.42645	0.08205	0.08303	0.62541	0.46152	0.09001	0.57197	0.09969	0.13598	0.09468	0.25524	0.06802	0.57802	0.18234	0.09523	0.58916	0.07369	0.37082	0.13745	0.46414	0.09608	0.59757	0.07662	0.57449	0.29392	0.21791	0.08797	0.08827
cg19343631	0.32737	0.53187	0.55623	0.51662	0.05429	0.38175	0.42047	0.23205	0.06611	0.23287	0.52206	0.60374	0.3174	0.06608	0.09383	0.42068	0.0767	0.05633	0.50587	0.56774	0.06448	0.41228	0.34903	0.06161	0.35968	0.40533	0.05345	0.04882	0.05139	0.05701	0.21817	0.36091	0.47295	0.35162	0.42248	0.0684	0.06391	0.40654	0.58054	0.20141	0.11612	0.09291	0.06999	0.35789	0.47654	0.55616	0.04685	0.05544	0.05562	0.4832	0.06536	0.37161	0.38729	0.16918	0.18445	0.33648	0.05778	0.14741	0.44452	0.53548	0.22581	0.05969	0.34659	0.41921	0.53923	0.04986	0.1914	0.37351	0.44959	0.09235	0.47832	0.05787	0.05278	0.40103	0.3416	0.06902	0.30466	0.55552	0.05793	0.49457	0.0579	0.49694	0.05769	0.59379	0.12264	0.05573	0.42623	0.48126	0.63445	0.42253	0.04994	0.06543	0.59028	0.26525	0.5802	0.0653	0.21624	0.50339	0.52126	0.47615	0.05675	0.59981	0.05947	0.05601
cg01361351	0.39376	0.57368	0.57456	0.08765	0.53621	0.6563	0.12609	0.64892	0.55392	0.56223	0.78303	0.52828	0.15396	0.80056	0.31023	0.47357	0.35129	0.12277	0.63588	0.50536	0.23111	0.21144	0.48025	0.22287	0.22882	0.16577	0.15504	0.14343	0.50892	0.49055	0.75423	0.58413	0.32993	0.15948	0.18846	0.12829	0.13634	0.25336	0.52727	0.1088	0.10633	0.36438	0.42362	0.40693	0.74992	0.22414	0.55705	0.17036	0.12522	0.15943	0.15948	0.12115	0.15049	0.30945	0.13564	0.25757	0.21959	0.12999	0.59255	0.64686	0.28082	0.41011	0.53517	0.508	0.15593	0.20707	0.68775	0.39276	0.68421	0.20669	0.19057	0.66447	0.21189	0.22205	0.40333	0.1727	0.28407	0.64519	0.15492	0.52706	0.35667	0.48945	0.50104	0.37659	0.30363	0.28166	0.63605	0.16399	0.72671	0.36147	0.19793	0.31011	0.12118	0.27496	0.12356	0.36874	0.13862	0.48963	0.44144	0.43484	0.28763	0.30582	0.13518	0.36283
cg00243527	0.48439	0.48193	0.0809	0.79257	0.09182	0.82631	0.83837	0.84293	0.82397	0.76497	0.85317	0.45114	0.45813	0.08112	0.46689	0.45973	0.6048	0.8205	0.08516	0.8311	0.82946	0.45013	0.83943	0.84244	0.45928	0.84011	0.46178	0.84008	0.84203	0.8334	0.8676	0.54297	0.46665	0.81155	0.84645	0.4509	0.46844	0.82787	0.85089	0.45404	0.80561	0.82704	0.81412	0.4402	0.45626	0.46772	0.45765	0.80202	0.09026	0.48746	0.81454	0.82851	0.81526	0.64585	0.83697	0.82562	0.83502	0.8366	0.41835	0.83964	0.43595	0.45897	0.45153	0.83681	0.85913	0.45224	0.43515	0.83181	0.47138	0.48953	0.84293	0.44237	0.45929	0.4634	0.77462	0.80969	0.4892	0.40324	0.6513	0.07811	0.82166	0.83473	0.07947	0.44612	0.08887	0.45339	0.86128	0.83582	0.83558	0.46992	0.8275	0.46119	0.80063	0.47799	0.45821	0.45882	0.83311	0.82347	0.83348	0.82781	0.07529	0.8467	0.44994	0.46032
cg21634064	0.08038	0.17212	0.62579	0.30866	0.05877	0.54458	0.07627	0.6002	0.16924	0.49322	0.71314	0.05051	0.51852	0.07683	0.50881	0.19202	0.55493	0.06625	0.5364	0.54128	0.06032	0.29665	0.42757	0.06184	0.06035	0.07585	0.0646	0.06493	0.05923	0.34962	0.66153	0.17574	0.06024	0.05578	0.0705	0.12355	0.0681	0.5238	0.56821	0.061	0.07701	0.11018	0.06719	0.07229	0.06672	0.09346	0.05831	0.50781	0.067	0.09325	0.08447	0.44822	0.26312	0.06439	0.06667	0.06472	0.06267	0.22161	0.10181	0.54809	0.50582	0.07346	0.50937	0.61637	0.07893	0.59403	0.38428	0.4479	0.66927	0.06896	0.56625	0.55541	0.0731	0.07127	0.38923	0.06423	0.43308	0.55942	0.15091	0.30968	0.38663	0.0633	0.05853	0.58021	0.14218	0.08107	0.51893	0.06408	0.06634	0.51343	0.0725	0.5403	0.65879	0.20266	0.09333	0.0527	0.09878	0.56856	0.0607	0.09757	0.4237	0.15776	0.12347	0.15911
cg09745440	0.0958	0.27801	0.61363	0.32786	0.0659	0.50524	0.08896	0.58439	0.28449	0.46066	0.68426	0.06343	0.47951	0.15988	0.44772	0.18415	0.56247	0.0672	0.51534	0.51875	0.09527	0.33964	0.43114	0.07933	0.06273	0.08011	0.06339	0.08246	0.17977	0.31373	0.64102	0.21865	0.06456	0.06958	0.10197	0.14092	0.13623	0.53692	0.51963	0.0688	0.1071	0.20846	0.07068	0.08649	0.16262	0.10242	0.07199	0.47499	0.06143	0.08457	0.13502	0.43844	0.27631	0.06786	0.05767	0.06873	0.06844	0.26721	0.10665	0.51797	0.47627	0.23717	0.4945	0.58919	0.1023	0.54302	0.38166	0.45088	0.62391	0.08635	0.52061	0.51618	0.06174	0.07215	0.37897	0.07203	0.38081	0.51578	0.19541	0.28077	0.39291	0.19733	0.06081	0.53299	0.20248	0.1251	0.50728	0.06454	0.0637	0.501	0.08746	0.50911	0.63842	0.15194	0.10326	0.06085	0.17842	0.51748	0.06957	0.09183	0.42786	0.13181	0.17843	0.24846
cg26923908	0.31727	0.53865	0.09338	0.092	0.08696	0.22152	0.10245	0.43373	0.48221	0.31961	0.66114	0.48496	0.09978	0.45385	0.31301	0.47009	0.64781	0.10489	0.6963	0.13197	0.44669	0.09868	0.50501	0.12551	0.10446	0.08881	0.56054	0.07572	0.15332	0.09722	0.68456	0.60637	0.35721	0.41903	0.09197	0.0796	0.08267	0.08509	0.65724	0.09408	0.09194	0.08871	0.31904	0.09005	0.71934	0.12976	0.09878	0.09988	0.08715	0.14516	0.10659	0.52459	0.12226	0.1408	0.11103	0.08375	0.11699	0.17124	0.52426	0.15837	0.23977	0.131	0.10096	0.61786	0.11969	0.0882	0.56943	0.14265	0.51782	0.09798	0.11711	0.65007	0.11419	0.09928	0.31885	0.0965	0.18541	0.63326	0.09714	0.46125	0.38465	0.09854	0.46451	0.53413	0.18199	0.23408	0.13967	0.17007	0.4805	0.27905	0.10791	0.12143	0.62864	0.22307	0.13594	0.10264	0.46004	0.14199	0.39509	0.14334	0.11108	0.09358	0.44224	0.09542
cg03989125	0.33594	0.06962	0.43926	0.12684	0.60996	0.48802	0.05885	0.18527	0.19091	0.06543	0.6892	0.08018	0.05567	0.4829	0.45693	0.0574	0.46389	0.46705	0.26691	0.06606	0.08145	0.63026	0.5123	0.21861	0.58172	0.06638	0.5222	0.60049	0.41178	0.27632	0.58598	0.15645	0.41388	0.05749	0.4912	0.29509	0.15415	0.486	0.06464	0.08947	0.06329	0.061	0.42706	0.57521	0.06216	0.49476	0.43149	0.21118	0.09347	0.39684	0.08201	0.46245	0.05555	0.29892	0.46794	0.06184	0.28932	0.05472	0.63512	0.53328	0.06988	0.55405	0.51219	0.06407	0.13106	0.05747	0.24673	0.08482	0.06016	0.18074	0.05855	0.54902	0.05813	0.05892	0.45678	0.06484	0.27773	0.53754	0.13031	0.58492	0.38281	0.57783	0.05792	0.07685	0.20123	0.10121	0.55842	0.26749	0.54521	0.46395	0.06827	0.51608	0.13808	0.31256	0.52116	0.49419	0.50769	0.06619	0.07338	0.48785	0.46919	0.14889	0.06353	0.21729
cg18945842	0.33371	0.63395	0.57464	0.35948	0.58308	0.56977	0.60012	0.17215	0.09142	0.55652	0.61905	0.55011	0.52142	0.49524	0.48968	0.27729	0.59063	0.06602	0.69338	0.0598	0.48398	0.62477	0.5758	0.08459	0.09215	0.59336	0.06214	0.24768	0.42852	0.22814	0.69065	0.58695	0.38929	0.20471	0.06603	0.52815	0.69033	0.07139	0.66857	0.11077	0.54287	0.41269	0.0689	0.27662	0.73921	0.07787	0.06428	0.14222	0.06261	0.12161	0.09275	0.28721	0.40486	0.26519	0.46889	0.5564	0.35073	0.0904	0.6419	0.6308	0.58895	0.54084	0.53525	0.07413	0.07691	0.05746	0.57627	0.49376	0.43516	0.21521	0.5928	0.6487	0.07245	0.11995	0.51067	0.21751	0.42999	0.65559	0.16334	0.58522	0.53413	0.05968	0.54664	0.49277	0.37751	0.5427	0.61138	0.07159	0.68355	0.53368	0.06327	0.58245	0.61356	0.28584	0.09359	0.5141	0.62894	0.3927	0.06906	0.29998	0.07255	0.53875	0.08056	0.147
cg15706568	0.58708	0.36274	0.07465	0.55139	0.463	0.72586	0.6138	0.49341	0.69012	0.43692	0.36649	0.66051	0.72356	0.07629	0.66339	0.07936	0.44715	0.60247	0.31475	0.41701	0.60749	0.08378	0.4414	0.41945	0.48579	0.74333	0.62237	0.5966	0.65342	0.3287	0.08804	0.43912	0.34162	0.45763	0.364	0.4762	0.58401	0.47459	0.64507	0.68507	0.44978	0.30255	0.0761	0.45816	0.2829	0.07243	0.40058	0.60844	0.47124	0.07108	0.80155	0.09757	0.79578	0.09295	0.0934	0.57551	0.06444	0.45368	0.37136	0.40301	0.66527	0.42796	0.79487	0.07864	0.4207	0.40499	0.18293	0.09887	0.48469	0.31865	0.33108	0.22088	0.11912	0.09012	0.68198	0.29842	0.38568	0.07704	0.57318	0.78511	0.65003	0.54723	0.3103	0.42552	0.12248	0.70622	0.4246	0.56978	0.21499	0.08162	0.64821	0.09237	0.30704	0.47313	0.44791	0.3277	0.07989	0.74012	0.35033	0.77198	0.33126	0.57165	0.50371	0.50793
cg21028156	0.09466	0.09284	0.06905	0.06461	0.73854	0.08107	0.07286	0.07694	0.75441	0.07376	0.11125	0.07615	0.07235	0.0799	0.07976	0.06659	0.07982	0.78251	0.07518	0.06817	0.76947	0.07584	0.67775	0.07705	0.06979	0.0889	0.07396	0.07897	0.08725	0.06635	0.65243	0.08003	0.08232	0.07567	0.08134	0.09719	0.06366	0.76835	0.76011	0.07632	0.09287	0.08635	0.76726	0.07245	0.07391	0.0832	0.07467	0.08371	0.08456	0.10436	0.082	0.08418	0.09216	0.08797	0.08472	0.76796	0.08439	0.09516	0.06991	0.08278	0.10516	0.09129	0.78768	0.0827	0.09569	0.0965	0.0833	0.08409	0.07412	0.06455	0.08034	0.08137	0.07169	0.08335	0.08402	0.08225	0.10568	0.06661	0.08553	0.07416	0.08938	0.11282	0.07811	0.08952	0.10708	0.08394	0.0956	0.07076	0.08732	0.0926	0.0967	0.09005	0.07854	0.08987	0.083	0.08746	0.09633	0.07565	0.74752	0.09326	0.08067	0.07688	0.09433	0.08327
cg19068385	0.44776	0.6714	0.21524	0.31817	0.08929	0.27948	0.58767	0.42439	0.57916	0.49974	0.61403	0.53233	0.27757	0.6645	0.36959	0.50019	0.27017	0.10151	0.64361	0.13156	0.07955	0.09899	0.4718	0.12717	0.13128	0.10249	0.55442	0.54313	0.31537	0.29704	0.64616	0.51727	0.49665	0.46658	0.13636	0.10592	0.39469	0.55644	0.62185	0.10195	0.12612	0.38338	0.10085	0.18059	0.48758	0.51944	0.109	0.48334	0.08179	0.12876	0.11756	0.5133	0.12454	0.23779	0.49714	0.61623	0.09635	0.45886	0.52409	0.30925	0.45343	0.51417	0.50226	0.19324	0.30648	0.10095	0.31752	0.30105	0.1627	0.14779	0.11508	0.1336	0.08158	0.46875	0.34785	0.20582	0.16631	0.54307	0.12644	0.2104	0.21	0.5543	0.17131	0.10315	0.11753	0.10144	0.62399	0.08172	0.13866	0.37562	0.11149	0.40168	0.60543	0.11016	0.63422	0.41594	0.61559	0.1077	0.09893	0.55069	0.1055	0.15225	0.5845	0.08545
cg04026379	0.44811	0.71154	0.2103	0.31986	0.11421	0.20801	0.56706	0.33623	0.60291	0.55436	0.5315	0.45879	0.22587	0.57014	0.28939	0.53075	0.25657	0.10063	0.71047	0.11138	0.13572	0.11742	0.48831	0.12816	0.14213	0.13123	0.61222	0.58858	0.23359	0.28193	0.70689	0.60916	0.5178	0.4203	0.15341	0.10798	0.32274	0.61146	0.66392	0.13411	0.14085	0.23314	0.11252	0.18407	0.27683	0.50149	0.11415	0.48291	0.11726	0.13018	0.12638	0.54428	0.12633	0.22983	0.49576	0.63454	0.11177	0.38512	0.60999	0.25073	0.47214	0.36587	0.52632	0.16491	0.30259	0.12259	0.28179	0.28259	0.16263	0.1715	0.11352	0.13293	0.13489	0.46191	0.37662	0.19632	0.16135	0.61178	0.15287	0.1924	0.18951	0.61436	0.16314	0.14096	0.11872	0.11465	0.58185	0.10341	0.13353	0.34252	0.10463	0.38331	0.58444	0.13254	0.6443	0.37536	0.58867	0.14214	0.1155	0.58617	0.10675	0.13913	0.61631	0.12463
